Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[genotype]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[disease]	Characteristics[individual]	Characteristics[organism part]	Characteristics[cell type]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[infect]	Factor Value[sampling time point]	Unit[time unit]	Factor Value[disease]	Factor Value[organism part]
Sample 56	ERS4146162	SAMEA6380075	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 56	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 56	sequencing assay	ERX3729488	dpi50_chronic2_R2.fastq.gz	dpi50_chronic2_R2.fastq.gz	ERR3728308	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728308/ERR3728308_2.fastq.gz	Lymphocytic choriomeningitis virus	50	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 57	ERS4146163	SAMEA6380076	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 57	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 57	sequencing assay	ERX3729489	dpi50_chronic3_R1.fastq.gz	dpi50_chronic3_R1.fastq.gz	ERR3728309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728309/ERR3728309_1.fastq.gz	Lymphocytic choriomeningitis virus	50	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 57	ERS4146163	SAMEA6380076	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 57	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 57	sequencing assay	ERX3729489	dpi50_chronic3_R2.fastq.gz	dpi50_chronic3_R2.fastq.gz	ERR3728309	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728309/ERR3728309_2.fastq.gz	Lymphocytic choriomeningitis virus	50	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 58	ERS4146164	SAMEA6380077	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 58	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 58	sequencing assay	ERX3729490	dpi50_chronic4_R1.fastq.gz	dpi50_chronic4_R1.fastq.gz	ERR3728310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/000/ERR3728310/ERR3728310_1.fastq.gz	Lymphocytic choriomeningitis virus	50	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 58	ERS4146164	SAMEA6380077	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 58	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 58	sequencing assay	ERX3729490	dpi50_chronic4_R2.fastq.gz	dpi50_chronic4_R2.fastq.gz	ERR3728310	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/000/ERR3728310/ERR3728310_2.fastq.gz	Lymphocytic choriomeningitis virus	50	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 59	ERS4146165	SAMEA6380078	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 59	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 59	sequencing assay	ERX3729491	dpi50_chronic5_R1.fastq.gz	dpi50_chronic5_R1.fastq.gz	ERR3728311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728311/ERR3728311_1.fastq.gz	Lymphocytic choriomeningitis virus	50	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 59	ERS4146165	SAMEA6380078	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 59	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 59	sequencing assay	ERX3729491	dpi50_chronic5_R2.fastq.gz	dpi50_chronic5_R2.fastq.gz	ERR3728311	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728311/ERR3728311_2.fastq.gz	Lymphocytic choriomeningitis virus	50	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 45	ERS4146166	SAMEA6380079	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 45	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 45	sequencing assay	ERX3729492	dpi50_naive1_R1.fastq.gz	dpi50_naive1_R1.fastq.gz	ERR3728312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728312/ERR3728312_1.fastq.gz	none	50	day	normal	blood
Sample 45	ERS4146166	SAMEA6380079	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 45	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 45	sequencing assay	ERX3729492	dpi50_naive1_R2.fastq.gz	dpi50_naive1_R2.fastq.gz	ERR3728312	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728312/ERR3728312_2.fastq.gz	none	50	day	normal	blood
Sample 46	ERS4146167	SAMEA6380080	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 46	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 46	sequencing assay	ERX3729493	dpi50_naive2_R1.fastq.gz	dpi50_naive2_R1.fastq.gz	ERR3728313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728313/ERR3728313_1.fastq.gz	none	50	day	normal	blood
Sample 46	ERS4146167	SAMEA6380080	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 46	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 46	sequencing assay	ERX3729493	dpi50_naive2_R2.fastq.gz	dpi50_naive2_R2.fastq.gz	ERR3728313	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728313/ERR3728313_2.fastq.gz	none	50	day	normal	blood
Sample 47	ERS4146168	SAMEA6380081	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 47	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 47	sequencing assay	ERX3729494	dpi50_naive3_R1.fastq.gz	dpi50_naive3_R1.fastq.gz	ERR3728314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728314/ERR3728314_1.fastq.gz	none	50	day	normal	blood
Sample 47	ERS4146168	SAMEA6380081	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 47	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 47	sequencing assay	ERX3729494	dpi50_naive3_R2.fastq.gz	dpi50_naive3_R2.fastq.gz	ERR3728314	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728314/ERR3728314_2.fastq.gz	none	50	day	normal	blood
Sample 48	ERS4146169	SAMEA6380082	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 48	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 48	sequencing assay	ERX3729495	dpi50_naive4_R1.fastq.gz	dpi50_naive4_R1.fastq.gz	ERR3728315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728315/ERR3728315_1.fastq.gz	none	50	day	normal	blood
Sample 48	ERS4146169	SAMEA6380082	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 48	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 48	sequencing assay	ERX3729495	dpi50_naive4_R2.fastq.gz	dpi50_naive4_R2.fastq.gz	ERR3728315	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728315/ERR3728315_2.fastq.gz	none	50	day	normal	blood
Sample 49	ERS4146170	SAMEA6380083	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 49	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 49	sequencing assay	ERX3729496	dpi50_naive5_R1.fastq.gz	dpi50_naive5_R1.fastq.gz	ERR3728316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728316/ERR3728316_1.fastq.gz	none	50	day	normal	blood
Sample 49	ERS4146170	SAMEA6380083	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 49	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 49	sequencing assay	ERX3729496	dpi50_naive5_R2.fastq.gz	dpi50_naive5_R2.fastq.gz	ERR3728316	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728316/ERR3728316_2.fastq.gz	none	50	day	normal	blood
Sample 65	ERS4146171	SAMEA6380084	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 65	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 65	sequencing assay	ERX3729497	dpi60_acute1_R1.fastq.gz	dpi60_acute1_R1.fastq.gz	ERR3728317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728317/ERR3728317_1.fastq.gz	Lymphocytic choriomeningitis virus	60	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 65	ERS4146171	SAMEA6380084	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 65	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 65	sequencing assay	ERX3729497	dpi60_acute1_R2.fastq.gz	dpi60_acute1_R2.fastq.gz	ERR3728317	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728317/ERR3728317_2.fastq.gz	Lymphocytic choriomeningitis virus	60	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 66	ERS4146172	SAMEA6380085	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 66	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 66	sequencing assay	ERX3729498	dpi60_acute2_R1.fastq.gz	dpi60_acute2_R1.fastq.gz	ERR3728318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728318/ERR3728318_1.fastq.gz	Lymphocytic choriomeningitis virus	60	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 66	ERS4146172	SAMEA6380085	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 66	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 66	sequencing assay	ERX3729498	dpi60_acute2_R2.fastq.gz	dpi60_acute2_R2.fastq.gz	ERR3728318	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728318/ERR3728318_2.fastq.gz	Lymphocytic choriomeningitis virus	60	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 67	ERS4146173	SAMEA6380086	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 67	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 67	sequencing assay	ERX3729499	dpi60_acute3_R1.fastq.gz	dpi60_acute3_R1.fastq.gz	ERR3728319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728319/ERR3728319_1.fastq.gz	Lymphocytic choriomeningitis virus	60	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 67	ERS4146173	SAMEA6380086	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 67	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 67	sequencing assay	ERX3729499	dpi60_acute3_R2.fastq.gz	dpi60_acute3_R2.fastq.gz	ERR3728319	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728319/ERR3728319_2.fastq.gz	Lymphocytic choriomeningitis virus	60	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 68	ERS4146174	SAMEA6380087	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 68	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 68	sequencing assay	ERX3729500	dpi60_acute4_R1.fastq.gz	dpi60_acute4_R1.fastq.gz	ERR3728320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/000/ERR3728320/ERR3728320_1.fastq.gz	Lymphocytic choriomeningitis virus	60	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 68	ERS4146174	SAMEA6380087	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 68	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 68	sequencing assay	ERX3729500	dpi60_acute4_R2.fastq.gz	dpi60_acute4_R2.fastq.gz	ERR3728320	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/000/ERR3728320/ERR3728320_2.fastq.gz	Lymphocytic choriomeningitis virus	60	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 69	ERS4146175	SAMEA6380088	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 69	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 69	sequencing assay	ERX3729501	dpi60_acute5_R1.fastq.gz	dpi60_acute5_R1.fastq.gz	ERR3728321	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728321/ERR3728321_1.fastq.gz	Lymphocytic choriomeningitis virus	60	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 69	ERS4146175	SAMEA6380088	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 69	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 69	sequencing assay	ERX3729501	dpi60_acute5_R2.fastq.gz	dpi60_acute5_R2.fastq.gz	ERR3728321	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728321/ERR3728321_2.fastq.gz	Lymphocytic choriomeningitis virus	60	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 70	ERS4146176	SAMEA6380089	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 70	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 70	sequencing assay	ERX3729502	dpi60_chronic1_R1.fastq.gz	dpi60_chronic1_R1.fastq.gz	ERR3728322	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728322/ERR3728322_1.fastq.gz	Lymphocytic choriomeningitis virus	60	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 70	ERS4146176	SAMEA6380089	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 70	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 70	sequencing assay	ERX3729502	dpi60_chronic1_R2.fastq.gz	dpi60_chronic1_R2.fastq.gz	ERR3728322	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728322/ERR3728322_2.fastq.gz	Lymphocytic choriomeningitis virus	60	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 71	ERS4146177	SAMEA6380090	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 71	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 71	sequencing assay	ERX3729503	dpi60_chronic2_R1.fastq.gz	dpi60_chronic2_R1.fastq.gz	ERR3728323	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728323/ERR3728323_1.fastq.gz	Lymphocytic choriomeningitis virus	60	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 71	ERS4146177	SAMEA6380090	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 71	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 71	sequencing assay	ERX3729503	dpi60_chronic2_R2.fastq.gz	dpi60_chronic2_R2.fastq.gz	ERR3728323	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728323/ERR3728323_2.fastq.gz	Lymphocytic choriomeningitis virus	60	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 72	ERS4146178	SAMEA6380091	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 72	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 72	sequencing assay	ERX3729504	dpi60_chronic3_R1.fastq.gz	dpi60_chronic3_R1.fastq.gz	ERR3728324	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728324/ERR3728324_1.fastq.gz	Lymphocytic choriomeningitis virus	60	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 72	ERS4146178	SAMEA6380091	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 72	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 72	sequencing assay	ERX3729504	dpi60_chronic3_R2.fastq.gz	dpi60_chronic3_R2.fastq.gz	ERR3728324	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728324/ERR3728324_2.fastq.gz	Lymphocytic choriomeningitis virus	60	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 73	ERS4146179	SAMEA6380092	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 73	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 73	sequencing assay	ERX3729505	dpi60_chronic5_R1.fastq.gz	dpi60_chronic5_R1.fastq.gz	ERR3728325	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728325/ERR3728325_1.fastq.gz	Lymphocytic choriomeningitis virus	60	day	chronic Lymphocytic choriomeningitis virus infection	blood
